id	title	description	link	image_link	availability	price	brand	condition	google_product_category	product_type	identifier_exists
5550	Brother TN-277BK Black Original Toner Cartridge	BROTHER TN-277BK BLACK ORIGINAL TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5550	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Brother-TN-277BK-Black-Original-Toner-Cartridge.webp	in stock	4000 KES	Brother	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Brother Toners	no
5549	Brother TN-3145 Black Toner Cartridge	BROTHER TN-3145 BLACK TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5549	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Brother-TN-3145-Black-Toner-Cartridge.webp	in stock	4000 KES	Brother	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Brother Toners	no
5548	Brother TN-3250 Black Toner Cartridge	BROTHER TN-3250 BLACK TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5548	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Brother-TN-3250-Black-Toner-Cartridge.webp	in stock	3500 KES	Brother	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Brother Toners	no
5547	Brother TN-3290 Black Toner Cartridge	BROTHER TN-3290 BLACK TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5547	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Brother-TN-3290-Black-Toner-Cartridge.webp	in stock	3500 KES	Brother	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Brother Toners	no
5546	Brother TN-3350 Black Toner Cartridge	BROTHER TN-3350 BLACK TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5546	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Brother-TN-3350-Black-Toner-Cartridge.webp	in stock	3500 KES	Brother	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Brother Toners	no
4403	Brother TN-3350 Toner Cartridge	Compatible with: HL-5440D HL-5450DN / DNT / DWT HL-5470DW / DWT HL-6180DW / DWT HL-6100 and HL-5480 series DCP-8100 / 8110DN / 8155DN / 8250DN MFC-8510DN	https://trinatechtonersandprinters.co.ke/product?id=4403	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2025/01/Brother-TN-3350-Toner.png	in stock	13000 KES	Brother	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Inks & Toner Cartridges	no
5545	Brother TN-3437 Black Toner High Capacity	BROTHER TN-3437 BLACK TONER HIGH CAPACITY	https://trinatechtonersandprinters.co.ke/product?id=5545	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Brother-TN-3437-Black-Toner-High-Capacity.webp	in stock	3500 KES	Brother	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Brother Toners	no
5544	Compatible Brother TN-2355 ~ DR-2305 Black Toner	COMPATIBLE BROTHER TN-2355 ~ DR-2305 BLACK TONER	https://trinatechtonersandprinters.co.ke/product?id=5544	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Compatible-Brother-TN-2355-DR-2305-Black-Toner.webp	in stock	2500 KES	Brother	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Brother Toners	no
5520	Canon 045 Cym Toner Cartridges Each	CANON 045 CYM TONER CARTRIDGES EACH	https://trinatechtonersandprinters.co.ke/product?id=5520	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-045-Cym-Toner-Cartridges-Each-1.webp	in stock	3000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5519	Canon 045BK Black Toner Cartridge	CANON 045BK BLACK TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5519	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-045BK-Black-Toner-Cartridge.webp	in stock	3000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5518	Canon 718 Black Original Laser Toner Cartridge	CANON 718 BLACK ORIGINAL LASER TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5518	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-718-Black-Original-Laser-Toner-Cartridge.webp	in stock	4000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5517	Canon 718 Cyan Original Laser Toner Cartridge	CANON 718 CYAN ORIGINAL LASER TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5517	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-718-Cyan-Original-Laser-Toner-Cartridge-1.webp	in stock	4000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5516	Canon 718 Magenta Original Laser Toner Cartridge	CANON 718 MAGENTA ORIGINAL LASER TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5516	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-718-Magenta-Original-Laser-Toner-Cartridge.webp	in stock	4000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5515	Canon 719 Black Original Laser Toner Cartridge	CANON 719 BLACK ORIGINAL LASER TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5515	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-719-Black-Original-Laser-Toner-Cartridge.webp	in stock	4000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5514	Canon 719 Yellow Original Laser Toner Cartridge	CANON 719 YELLOW ORIGINAL LASER TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5514	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-719-Yellow-Original-Laser-Toner-Cartridge-1.webp	in stock	4000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5509	Canon C-EXV12 Black Original Laser Toner Cartridge	CANON C-EXV12 BLACK ORIGINAL LASER TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5509	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-C-EXV12-Black-Original-Laser-Toner-Cartridge.webp	in stock	3000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5508	Canon C-EXV14 Black Original Laser Toner Cartridge	CANON C-EXV14 BLACK ORIGINAL LASER TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5508	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-C-EXV14-Black-Original-Laser-Toner-Cartridge-1.webp	in stock	5000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5506	Canon C-EXV49 Toner Bcmy	CANON C-EXV49 TONER BCMY	https://trinatechtonersandprinters.co.ke/product?id=5506	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-C-EXV49-Toner-Bcmy.webp	in stock	5000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5505	Canon C-EXV51 Black Laser Toner Cartridge	CANON C-EXV51 BLACK LASER TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5505	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-C-EXV51-Black-Laser-Toner-Cartridge.webp	in stock	5000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5504	Canon C-EXV51 Toner Each Bcym	CANON C-EXV51 TONER EACH BCYM	https://trinatechtonersandprinters.co.ke/product?id=5504	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-C-EXV51-Toner-Each-Bcym.webp	in stock	5000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5503	Canon C-EXV52 Black Toner Cartridge	CANON C-EXV52 BLACK TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5503	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-C-EXV52-Black-Toner-Cartridge.png	in stock	6000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
4208	Canon C-Exv 18 Black Toner	The Canon C-EXV 18 Black Toner is designed to offer exceptional print quality and consistent performance, making it an ideal choice for businesses with high-volume printing.	https://trinatechtonersandprinters.co.ke/product?id=4208	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2025/01/Canon-C-EXV-18-Toner.png	in stock	2000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Inks & Toner Cartridges	no
5513	Canon C-Exv 33 Black Original Toner Cartridge	CANON C-EXV 33 BLACK ORIGINAL TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5513	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-C-Exv-33-Black-Original-Toner-Cartridge.webp	in stock	2500 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
4205	Canon C-Exv 42 Black Toner	The Canon C-EXV 42 Black Toner is engineered to deliver superior print quality and outstanding reliability for high-volume printing environments.	https://trinatechtonersandprinters.co.ke/product?id=4205	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2025/01/Canon-C-EXV-42-Toner.png	in stock	2500 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Inks & Toner Cartridges	no
5512	Canon C-Exv 43 Black Toner Cartridge	CANON C-EXV 43 BLACK TONER CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5512	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-C-Exv-43-Black-Toner-Cartridge.webp	in stock	5000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5511	Canon C-Exv 51L Cym Toner Cartridges Each	CANON C-EXV 51L CYM TONER CARTRIDGES EACH	https://trinatechtonersandprinters.co.ke/product?id=5511	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-C-Exv-51L-Cym-Toner-Cartridges-Each.webp	in stock	5000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5510	Canon C-Exv 54 Toners Each Bcmy	CANON C-EXV 54 TONERS EACH BCMY	https://trinatechtonersandprinters.co.ke/product?id=5510	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-C-Exv-54-Toners-Each-Bcmy-1.webp	in stock	3000 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Toners	no
5543	Canon CL-41 Color Ink Original Cartridge Each	CANON CL-41 COLOR INK ORIGINAL CARTRIDGE EACH	https://trinatechtonersandprinters.co.ke/product?id=5543	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-CL-41-Color-Ink-Original-Cartridge-Each.webp	in stock	1700 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Ink Cartridges	no
5542	Canon CL-441 Color Ink Original Cartridge	CANON CL-441 COLOR INK ORIGINAL CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5542	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-CL-441-Color-Ink-Original-Cartridge.webp	in stock	2200 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Ink Cartridges	no
5541	Canon CL-446 Color Ink Original Cartridge	CANON CL-446 COLOR INK ORIGINAL CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5541	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-CL-446-Color-Ink-Original-Cartridge.webp	in stock	2200 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Ink Cartridges	no
5540	Canon CL-511 Color Ink Original Cartridge	CANON CL-511 COLOR INK ORIGINAL CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5540	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-CL-511-Color-Ink-Original-Cartridge.webp	in stock	2200 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Ink Cartridges	no
5539	Canon CL-56 Color Ink Original Cartridge	CANON CL-56 COLOR INK ORIGINAL CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5539	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-CL-56-Color-Ink-Original-Cartridge.webp	in stock	2200 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Ink Cartridges	no
5538	Canon CLI-36 Color Ink Original Cartridge	CANON CLI-36 COLOR INK ORIGINAL CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5538	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-CLI-36-Color-Ink-Original-Cartridge.webp	in stock	2200 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Ink Cartridges	no
5537	Canon CLI-451 Black Ink Cartridge	CANON CLI-451 BLACK INK CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5537	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-CLI-451-Black-Ink-Cartridge.webp	in stock	2300 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Ink Cartridges	no
5536	Canon CLI-451 Cyan Ink Original Cartridge	CANON CLI-451 CYAN INK ORIGINAL CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5536	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-CLI-451-Cyan-Ink-Original-Cartridge.webp	in stock	2300 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Ink Cartridges	no
5535	Canon CLI-451 Magenta Ink Original Cartridge	CANON CLI-451 MAGENTA INK ORIGINAL CARTRIDGE	https://trinatechtonersandprinters.co.ke/product?id=5535	https://old.trinatechtonersandprinters.co.ke/wp-content/uploads/2026/02/Canon-CLI-451-Magenta-Ink-Original-Cartridge.webp	in stock	2300 KES	Canon	new	Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Toner & Inkjet Cartridges	Canon Ink Cartridges	no
